rank,candidate_id,final_score,professional_band,band_id,subtype,current_title,headline,years_experience,current_company,industry,location,career_titles,current_work_evidence,negative_evidence,risk_flags,open_to_work,last_active_date,response_rate,response_hours,notice_period_days,willing_to_relocate,target_location,reasoning,professional_band_score,current_work_subtype_score,retrieval_search_ranking_score,vector_embedding_hybrid_score,production_ml_system_score,evaluation_maturity_score,python_backend_platform_score,product_shipper_score,experience_fit_score,skill_corroboration_score,behavior_fit_score,logistics_fit_score,near_miss_penalty,coherence_risk_penalty
178,CAND_0013393,120.710480,applied_ml,3,recommendation,ML Engineer,ML Engineer | 5.3 yrs in analytics & ML,5.3,Freshworks,SaaS,"Bangalore, Karnataka",ML Engineer | ML Engineer | Senior Software Engineer (ML) | AI Research Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Pinecone assessment 79.2/100",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-03-20,0.330,111.5,60,False,False,Career evidence from this ML Engineer (5.3 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because recruiter response rate is only 0.33 and location/relocation fit is weaker.,72.000000,7.500000,16.344000,0.783680,8.640800,0.000000,1.840000,5.000000,8.000000,1.500000,3.452000,0.650000,5.000000,0.000000
179,CAND_0070333,120.679680,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,4.7,TCS,IT Services,"Bhubaneswar, Odisha",AI Research Engineer | Computer Vision Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | FAISS assessment 78.1/100",profile states limited ownership of modeling or deployment,,True,2026-05-10,0.480,96.9,60,True,False,"At TCS, this AI Research Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.48 recruiter response rate and 60-day notice; ranking-evaluation depth is less explicit than the strongest profiles.",72.000000,7.500000,19.661280,0.640000,7.680000,0.000000,0.680000,4.668400,5.500000,1.500000,4.000000,1.850000,5.000000,0.000000
180,CAND_0030550,120.612120,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | 5.2 yrs in analytics & ML,5.2,Rephrase.ai,AI/ML,"Coimbatore, Tamil Nadu",AI Research Engineer | Senior Software Engineer (ML) | AI Research Engineer,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-03-20,0.340,29.2,120,True,False,"This 5.2-year AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence. Relative to nearby candidates, recruiter response rate is only 0.34 and notice period is 120 days.",72.000000,12.000000,16.305120,0.320000,8.640800,0.000000,0.680000,4.818200,8.000000,0.000000,3.298000,-0.450000,5.000000,0.000000
181,CAND_0048166,120.337440,applied_ml,3,recommendation,ML Engineer,ML Engineer | 5.2 yrs in analytics & ML,5.2,Aganitha,AI/ML,Berlin,ML Engineer | ML Engineer | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Qdrant assessment 78.6/100",profile states limited ownership of modeling or deployment | not marked open to work,weak:salary_range_inverted | weak:repeated_role_description,False,2026-03-13,0.480,17.8,30,True,False,ML Engineer with 5.2 years at Aganitha; built production recommendation and behavioral reranking components. Main concern: not marked open to work.,72.000000,7.500000,17.438400,0.554240,8.640800,0.000000,1.840000,5.000000,8.000000,1.200000,1.214000,2.400000,5.000000,0.450000
182,CAND_0093193,120.327840,applied_ml,3,relevance_ownership,Senior Machine Learning Engineer,Senior Engineer | 7.9+ yrs in production systems,7.9,Niramai,HealthTech AI,"Bangalore, Karnataka",Senior Machine Learning Engineer | Lead AI Engineer,Built systems that understand what users are looking for and connect them to the most relevant matches across a large dataset. | Learning to Rank assessment 86.6/100,,weak:repeated_role_description,True,2026-04-18,0.610,11.9,45,False,False,Career evidence from this Senior Machine Learning Engineer (7.9 years) owns a production relevance system with explicit evaluation and operational evidence. Hiring feasibility is tempered because location/relocation fit is weaker.,72.000000,12.000000,8.895360,0.452480,3.040000,0.000000,4.040000,5.000000,8.000000,2.250000,4.000000,0.650000,0.000000,0.000000
183,CAND_0049615,120.100400,applied_ml,3,recommendation,ML Engineer,ML Engineer | Building ML-powered solutions,5.1,Krutrim,AI/ML,"Indore, Madhya Pradesh",ML Engineer | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-05-15,0.280,88.3,60,False,False,"At Krutrim, this ML Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.28 recruiter response rate and 60-day notice; recruiter response rate is only 0.28 and location/relocation fit is weaker.",72.000000,7.500000,19.070400,0.320000,7.680000,0.000000,0.880000,5.000000,8.000000,0.000000,4.000000,0.650000,5.000000,0.000000
184,CAND_0060303,120.086800,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | 4.9 yrs in analytics & ML,4.9,upGrad,EdTech,Austin,AI Research Engineer | AI Research Engineer | Junior ML Engineer,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Forecasting assessment 56.5/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,,False,2026-03-22,0.750,8.5,90,True,False,"This 4.9-year AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence. Relative to nearby candidates, not marked open to work and notice period is 90 days.",72.000000,12.000000,17.937120,0.452480,8.640800,0.000000,0.680000,4.320400,5.500000,0.900000,2.106000,0.550000,5.000000,0.000000
185,CAND_0046132,120.028400,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,4.3,Verloop.io,Conversational AI,"Noida, Uttar Pradesh",AI Research Engineer | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,,True,2026-05-26,0.940,3.6,30,False,True,AI Research Engineer with 4.3 years at Verloop.io; built production recommendation and behavioral reranking components. Main concern: ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,20.000000,0.000000,7.680000,0.000000,0.680000,4.668400,5.500000,0.000000,4.000000,3.000000,5.000000,0.000000
186,CAND_0021410,119.915120,applied_ml,3,recommendation,Junior ML Engineer,Junior ML Engineer | 4.0 yrs in analytics & ML,4.0,Krutrim,AI/ML,"Hyderabad, Telangana",Junior ML Engineer | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-05-24,0.800,11.3,60,False,True,Career evidence from this Junior ML Engineer (4.0 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,19.785120,0.320000,7.680000,0.000000,0.880000,5.000000,5.500000,0.000000,4.000000,2.250000,5.000000,0.000000
187,CAND_0073620,119.812320,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,4.4,TCS,IT Services,"Noida, Uttar Pradesh",AI Research Engineer | Data Scientist,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Python assessment 67.5/100,profile states limited ownership of modeling or deployment | 90-day notice period,weak:salary_range_inverted,True,2026-04-27,0.630,12.0,90,True,True,"At TCS, this AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.63 recruiter response rate and 90-day notice; notice period is 90 days.",72.000000,12.000000,15.829440,0.452480,7.680000,0.000000,0.880000,4.320400,5.500000,1.200000,4.000000,0.950000,5.000000,0.000000
188,CAND_0080372,119.684480,applied_ml,3,recommendation,Computer Vision Engineer,Computer Vision Engineer | Building ML-powered solutions,5.2,Zoho,SaaS,"Mumbai, Maharashtra",Computer Vision Engineer | AI Research Engineer | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Python assessment 53.1/100",profile states limited ownership of modeling or deployment | 90-day notice period,,True,2026-02-21,0.630,37.3,90,False,True,"This 5.2-year Computer Vision Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, notice period is 90 days.",72.000000,7.500000,15.149280,0.320000,9.378400,0.000000,2.186400,4.668400,8.000000,1.350000,3.182000,0.950000,5.000000,0.000000
189,CAND_0065786,119.373280,applied_ml,3,recommendation,AI Specialist,AI Specialist | 4.9 yrs in analytics & ML,4.9,Swiggy,Food Delivery,"Indore, Madhya Pradesh",AI Specialist | Junior ML Engineer | AI Research Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Learning to Rank assessment 52.7/100",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-05-23,0.890,5.6,45,False,False,AI Specialist with 4.9 years at Swiggy; built production recommendation and behavioral reranking components. Main concern: location/relocation fit is weaker.,72.000000,7.500000,20.000000,0.452480,8.640800,0.000000,0.880000,5.000000,5.500000,0.000000,4.000000,0.400000,5.000000,0.000000
190,CAND_0076995,119.202800,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,4.4,Haptik,Conversational AI,"Coimbatore, Tamil Nadu",AI Research Engineer | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | TensorFlow assessment 81.6/100",profile states limited ownership of modeling or deployment | 90-day notice period,,True,2026-05-05,0.730,17.5,90,False,False,Career evidence from this AI Research Engineer (4.4 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because notice period is 90 days and location/relocation fit is weaker.,72.000000,7.500000,20.000000,0.000000,7.680000,0.000000,2.122800,5.000000,5.500000,1.050000,4.000000,-0.650000,5.000000,0.000000
191,CAND_0090300,119.153520,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,5.3,Dream11,Gaming,San Francisco,AI Research Engineer | Computer Vision Engineer | AI Specialist,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Feature Engineering assessment 56.1/100,profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-05-24,0.940,3.9,120,True,False,"At Dream11, this AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.94 recruiter response rate and 120-day notice; notice period is 120 days.",72.000000,12.000000,15.153120,0.320000,7.680000,0.000000,0.680000,4.320400,8.000000,0.450000,4.000000,-0.450000,5.000000,0.000000
192,CAND_0067643,118.999760,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,6.0,PhonePe,Fintech,"Chennai, Tamil Nadu",AI Research Engineer | AI Specialist | Data Scientist,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description,False,2026-03-20,0.490,35.0,60,True,False,"This 6.0-year AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence. Relative to nearby candidates, not marked open to work.",72.000000,12.000000,15.153120,0.554240,7.680000,0.000000,0.680000,4.320400,8.000000,0.450000,1.312000,1.850000,5.000000,0.000000
193,CAND_0043958,118.912160,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | 6.7 yrs in analytics & ML,6.7,Dream11,Gaming,"Bhubaneswar, Odisha",AI Research Engineer | AI Specialist | Computer Vision Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Sentence Transformers assessment 43.8/100",profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,,False,2026-05-07,0.670,58.0,120,False,False,AI Research Engineer with 6.7 years at Dream11; built production recommendation and behavioral reranking components. Main concern: not marked open to work and notice period is 120 days.,72.000000,7.500000,19.661280,0.452480,9.378400,0.000000,1.840000,5.000000,8.000000,0.000000,1.980000,-1.900000,5.000000,0.000000
